instance,|R|,|T|,method,config,variables,clauses,timeout,status,objective,time,gap
A-n32-k5,31,6,maxsat,TE+LCG,313086.0,1897947.0,Yes,Feasible,177569,2018.98,18.78%
A-n32-k5,31,6,maxsat,TE+LCG+SBC,313086.0,1898040.0,Yes,Feasible,178806,2467.39,17.96%
A-n32-k5,31,6,mip,MIP,,,Yes,Feasible,155384,3333.54,35.74%
A-n32-k5,31,6,mip,MIP+SBC,,,Yes,Feasible,169837,3568.14,24.19%
A-n32-k5,39,7,maxsat,DE+BDD,576286.0,2031153.0,Yes,Unsolved,,0.00,
A-n32-k5,39,7,maxsat,DE+BDD+SBC,576286.0,2031309.0,Yes,Unsolved,,0.00,
A-n32-k5,39,7,maxsat,DE+LCG,14168.0,360430.0,Yes,Feasible,229969,1539.47,19.04%
A-n32-k5,39,7,maxsat,DE+LCG+SBC,14168.0,360586.0,Yes,Feasible,229513,1270.36,19.28%
A-n32-k5,39,7,maxsat,OE+BDD,576286.0,1824716.0,Yes,Unsolved,,0.00,
A-n32-k5,39,7,maxsat,OE+BDD+SBC,576286.0,1824872.0,Yes,Unsolved,,0.00,
A-n32-k5,39,7,maxsat,OE+LCG,14167.0,153993.0,Yes,Feasible,230481,1049.00,18.78%
A-n32-k5,39,7,maxsat,OE+LCG+SBC,14167.0,154149.0,Yes,Feasible,230489*,1972.29,18.77%
A-n32-k5,39,7,maxsat,TE+BDD,947377.0,4004551.0,Yes,Unsolved,,0.00,
A-n32-k5,39,7,maxsat,TE+BDD+SBC,947377.0,4004707.0,Yes,Unsolved,,0.00,
A-n32-k5,39,7,maxsat,TE+LCG,385259.0,2333828.0,Yes,Feasible,230389,744.37,18.82%
A-n32-k5,39,7,maxsat,TE+LCG+SBC,385259.0,2333984.0,Yes,Feasible,228751,1515.54,19.67%
A-n32-k5,39,7,mip,MIP,,,Yes,Feasible,197602,3578.11,38.54%
A-n32-k5,39,7,mip,MIP+SBC,,,Yes,Feasible,190978,3522.74,43.34%
A-n32-k5,46,9,maxsat,DE+BDD,743220.0,2646522.0,Yes,Unsolved,,0.00,
A-n32-k5,46,9,maxsat,DE+BDD+SBC,743220.0,2646798.0,Yes,Unsolved,,0.00,
A-n32-k5,46,9,maxsat,DE+LCG,18279.0,491733.0,Yes,Feasible,271900,3541.91,20.19%
A-n32-k5,46,9,maxsat,DE+LCG+SBC,18279.0,492009.0,Yes,Feasible,274485*,679.33,19.06%
A-n32-k5,46,9,maxsat,OE+BDD,743220.0,2355525.0,Yes,Unsolved,,0.00,
A-n32-k5,46,9,maxsat,OE+BDD+SBC,743220.0,2355801.0,Yes,Unsolved,,0.00,
A-n32-k5,46,9,maxsat,OE+LCG,18278.0,200736.0,Yes,Feasible,267494,1243.52,22.17%
A-n32-k5,46,9,maxsat,OE+LCG+SBC,18278.0,201012.0,Yes,Feasible,271148,576.50,20.52%
A-n32-k5,46,9,maxsat,TE+BDD,1242765.0,5290218.0,Yes,Unsolved,,0.00,
A-n32-k5,46,9,maxsat,TE+BDD+SBC,1242765.0,5290494.0,Yes,Unsolved,,0.00,
A-n32-k5,46,9,maxsat,TE+LCG,517824.0,3135429.0,Yes,Feasible,272720,1878.58,19.83%
A-n32-k5,46,9,maxsat,TE+LCG+SBC,517824.0,3135705.0,Yes,Feasible,271401,1110.65,20.41%
A-n32-k5,46,9,mip,MIP,,,Yes,Feasible,217648,3539.99,50.15%
A-n32-k5,46,9,mip,MIP+SBC,,,Yes,Feasible,187774,3544.76,74.04%
